#gene	phylostratum	rank	taxonomic_representativeness
FW_v1_tr_00040.p1	Eukaryota	2	83
FW_v1_tr_00041.p1	cellular organisms	1	100
FW_v1_tr_00041.p2	Schmidtea polychroa	14	100
FW_v1_tr_00042.p1	cellular organisms	1	84
FW_v1_tr_00043.p1	cellular organisms	1	84
FW_v1_tr_00044.p1	cellular organisms	1	84
FW_v1_tr_00045.p1	cellular organisms	1	84
FW_v1_tr_00046.p1	Schmidtea polychroa	14	100
FW_v1_tr_00046.p5	Schmidtea polychroa	14	100
FW_v1_tr_00047.p1	Schmidtea polychroa	14	100
FW_v1_tr_00047.p5	Schmidtea polychroa	14	100
FW_v1_tr_00048.p1	cellular organisms	1	84
FW_v1_tr_00049.p1	Eukaryota	2	83
FW_v1_tr_00050.p1	cellular organisms	1	84
FW_v1_tr_00050.p2	Schmidtea polychroa	14	100
FW_v1_tr_00051.p1	cellular organisms	1	84
FW_v1_tr_00052.p1	Schmidtea polychroa	14	100
FW_v1_tr_00053.p1	Eukaryota	2	83
FW_v1_tr_00054.p1	cellular organisms	1	92
FW_v1_tr_00055.p1	Eukaryota	2	83
FW_v1_tr_00056.p1	cellular organisms	1	84
FW_v1_tr_00057.p1	Eumetazoa	5	77
FW_v1_tr_00058.p1	Eukaryota	2	91
FW_v1_tr_00059.p1	cellular organisms	1	92
FW_v1_tr_00059.p4	Possible contamination or HGT	NA	27
FW_v1_tr_00059.p5	Schmidtea polychroa	14	100
FW_v1_tr_00059.p6	Schmidtea polychroa	14	100
FW_v1_tr_00059.p7	Schmidtea polychroa	14	100
FW_v1_tr_00060.p1	Eukaryota	2	75
FW_v1_tr_00061.p1	Platyhelminthes	10	50
FW_v1_tr_00062.p1	Eukaryota	2	83
FW_v1_tr_00063.p1	Schmidtea polychroa	14	100
FW_v1_tr_00064.p1	Eukaryota	2	66
FW_v1_tr_00065.p1	Eumetazoa	5	55
FW_v1_tr_00066.p1	Schmidtea polychroa	14	100
FW_v1_tr_00067.p1	Eukaryota	2	83
FW_v1_tr_00068.p1	Bilateria	6	62
FW_v1_tr_00069.p1	Bilateria	6	62
FW_v1_tr_00070.p1	cellular organisms	1	84
FW_v1_tr_00071.p1	Eumetazoa	5	66
FW_v1_tr_00072.p1	cellular organisms	1	84
FW_v1_tr_00073.p1	cellular organisms	1	84
FW_v1_tr_00074.p1	cellular organisms	1	84
FW_v1_tr_00075.p1	cellular organisms	1	61
FW_v1_tr_00076.p1	cellular organisms	1	92
FW_v1_tr_00077.p1	cellular organisms	1	84
FW_v1_tr_00078.p1	cellular organisms	1	84
FW_v1_tr_00079.p1	cellular organisms	1	92
FW_v1_tr_00080.p1	Schmidtea polychroa	14	100
FW_v1_tr_00081.p1	cellular organisms	1	84
FW_v1_tr_00082.p1	cellular organisms	1	84
FW_v1_tr_00083.p1	cellular organisms	1	84
FW_v1_tr_00084.p1	Schmidtea polychroa	14	100
FW_v1_tr_00085.p1	Schmidtea polychroa	14	100
FW_v1_tr_00086.p1	cellular organisms	1	100
FW_v1_tr_00087.p1	Schmidtea polychroa	14	100
FW_v1_tr_00088.p1	Metazoa	4	80
FW_v1_tr_00089.p1	Metazoa	4	80
FW_v1_tr_00090.p1	Possible contamination or HGT	NA	11
FW_v1_tr_00091.p1	cellular organisms	1	84
FW_v1_tr_00092.p1	cellular organisms	1	92
FW_v1_tr_00093.p1	Possible contamination or HGT	NA	27
FW_v1_tr_00094.p1	Bilateria	6	75
FW_v1_tr_00095.p1	cellular organisms	1	53
FW_v1_tr_00096.p1	cellular organisms	1	84
FW_v1_tr_00096.p2	Possible contamination or HGT	NA	25
FW_v1_tr_00097.p1	Schmidtea polychroa	14	100
FW_v1_tr_00098.p1	cellular organisms	1	84
FW_v1_tr_00099.p1	Opisthokonta	3	72
FW_v1_tr_00100.p1	Platyhelminthes	10	50
FW_v1_tr_00101.p1	cellular organisms	1	84
FW_v1_tr_00101.p4	Schmidtea polychroa	14	100
FW_v1_tr_00102.p1	Possible contamination or HGT	NA	25
FW_v1_tr_00103.p1	cellular organisms	1	69
FW_v1_tr_00104.p1	Eumetazoa	5	77
FW_v1_tr_00105.p1	Bilateria	6	62
FW_v1_tr_00105.p2	Eumetazoa	5	77
FW_v1_tr_00106.p1	cellular organisms	1	84
FW_v1_tr_00107.p1	Bilateria	6	62
FW_v1_tr_00107.p2	Eumetazoa	5	77
FW_v1_tr_00108.p1	Schmidtea polychroa	14	100
FW_v1_tr_00109.p1	cellular organisms	1	69
FW_v1_tr_00109.p4	Schmidtea polychroa	14	100
FW_v1_tr_00110.p1	cellular organisms	1	69
FW_v1_tr_00111.p1	Schmidtea	13	100
FW_v1_tr_00112.p1	cellular organisms	1	92
FW_v1_tr_00113.p1	Metazoa	4	80
FW_v1_tr_00114.p1	Metazoa	4	80
FW_v1_tr_00115.p1	cellular organisms	1	84
FW_v1_tr_00116.p1	Lophotrochozoa	9	60
FW_v1_tr_00117.p1	cellular organisms	1	84
FW_v1_tr_00118.p1	Schmidtea polychroa	14	100
FW_v1_tr_00119.p1	cellular organisms	1	69
FW_v1_tr_00120.p1	cellular organisms	1	84
FW_v1_tr_00121.p1	cellular organisms	1	76
FW_v1_tr_00122.p1	cellular organisms	1	84
FW_v1_tr_00123.p1	Eukaryota	2	58
FW_v1_tr_00124.p1	cellular organisms	1	100
FW_v1_tr_00125.p1	Eumetazoa	5	66
FW_v1_tr_00126.p1	cellular organisms	1	92
FW_v1_tr_00127.p1	cellular organisms	1	84
FW_v1_tr_00128.p1	Metazoa	4	50
FW_v1_tr_00129.p1	Schmidtea polychroa	14	100
FW_v1_tr_00130.p1	Eumetazoa	5	77
FW_v1_tr_00131.p1	Eukaryota	2	75
FW_v1_tr_00132.p1	cellular organisms	1	100
FW_v1_tr_00132.p4	Schmidtea polychroa	14	100
FW_v1_tr_00133.p1	Schmidtea polychroa	14	100
FW_v1_tr_00134.p1	cellular organisms	1	84
FW_v1_tr_00135.p1	cellular organisms	1	100
FW_v1_tr_00136.p1	cellular organisms	1	92
FW_v1_tr_00137.p1	cellular organisms	1	84
FW_v1_tr_00138.p1	cellular organisms	1	92
FW_v1_tr_00139.p1	Schmidtea polychroa	14	100
FW_v1_tr_00140.p1	Eumetazoa	5	77
FW_v1_tr_00141.p1	cellular organisms	1	53
FW_v1_tr_00142.p1	Opisthokonta	3	54
FW_v1_tr_00143.p1	Schmidtea polychroa	14	100
FW_v1_tr_00143.p12	Schmidtea polychroa	14	100
FW_v1_tr_00143.p14	Schmidtea polychroa	14	100
FW_v1_tr_00143.p2	cellular organisms	1	84
FW_v1_tr_00143.p4	Schmidtea polychroa	14	100
FW_v1_tr_00143.p5	Eukaryota	2	75
FW_v1_tr_00143.p9	cellular organisms	1	84
FW_v1_tr_00144.p1	cellular organisms	1	100
FW_v1_tr_00145.p1	Schmidtea polychroa	14	100
FW_v1_tr_00146.p1	Bilateria	6	50
FW_v1_tr_00147.p1	Schmidtea polychroa	14	100
FW_v1_tr_00148.p1	cellular organisms	1	84
FW_v1_tr_00149.p1	cellular organisms	1	84
FW_v1_tr_00150.p1	cellular organisms	1	69
FW_v1_tr_00151.p1	cellular organisms	1	84
FW_v1_tr_00152.p1	Bilateria	6	100
FW_v1_tr_00153.p1	cellular organisms	1	84
FW_v1_tr_00154.p1	cellular organisms	1	84
FW_v1_tr_00155.p1	cellular organisms	1	76
FW_v1_tr_00156.p1	cellular organisms	1	92
FW_v1_tr_00157.p1	cellular organisms	1	92
FW_v1_tr_00158.p1	Schmidtea polychroa	14	100
FW_v1_tr_00159.p1	cellular organisms	1	92
FW_v1_tr_00160.p1	cellular organisms	1	76
FW_v1_tr_00161.p1	cellular organisms	1	84
FW_v1_tr_00162.p1	Schmidtea polychroa	14	100
FW_v1_tr_00163.p1	Protostomia	7	71
FW_v1_tr_00164.p1	Schmidtea polychroa	14	100
FW_v1_tr_00165.p1	cellular organisms	1	84
FW_v1_tr_00166.p1	Eumetazoa	5	66
FW_v1_tr_00167.p1	Possible contamination or HGT	NA	14
FW_v1_tr_00167.p11	Schmidtea polychroa	14	100
FW_v1_tr_00167.p16	Schmidtea polychroa	14	100
FW_v1_tr_00167.p18	Schmidtea polychroa	14	100
FW_v1_tr_00167.p3	Possible contamination or HGT	NA	14
FW_v1_tr_00167.p7	Schmidtea polychroa	14	100
FW_v1_tr_00168.p1	cellular organisms	1	100
FW_v1_tr_00169.p1	cellular organisms	1	84
FW_v1_tr_00170.p1	cellular organisms	1	61
FW_v1_tr_00171.p1	cellular organisms	1	84
FW_v1_tr_00172.p1	Schmidtea polychroa	14	100
FW_v1_tr_00173.p1	cellular organisms	1	84
FW_v1_tr_00174.p1	cellular organisms	1	84
FW_v1_tr_00175.p1	cellular organisms	1	92
FW_v1_tr_00176.p1	Schmidtea polychroa	14	100
FW_v1_tr_00177.p1	Possible contamination or HGT	NA	14
FW_v1_tr_00177.p11	Schmidtea polychroa	14	100
FW_v1_tr_00177.p16	Schmidtea polychroa	14	100
FW_v1_tr_00177.p18	Schmidtea polychroa	14	100
FW_v1_tr_00177.p3	Possible contamination or HGT	NA	14
FW_v1_tr_00177.p7	Schmidtea polychroa	14	100
FW_v1_tr_00178.p1	cellular organisms	1	84
FW_v1_tr_00179.p1	Schmidtea polychroa	14	100
FW_v1_tr_00180.p1	Eumetazoa	5	44
FW_v1_tr_00180.p2	Schmidtea polychroa	14	100
FW_v1_tr_00181.p1	cellular organisms	1	92
FW_v1_tr_00182.p1	cellular organisms	1	84
FW_v1_tr_00183.p1	Eukaryota	2	83
FW_v1_tr_00184.p1	cellular organisms	1	84
FW_v1_tr_00185.p1	Eukaryota	2	83
FW_v1_tr_00186.p1	cellular organisms	1	76
FW_v1_tr_00187.p1	cellular organisms	1	92
FW_v1_tr_00188.p1	Eukaryota	2	83
FW_v1_tr_00189.p1	Schmidtea polychroa	14	100
FW_v1_tr_00189.p6	Schmidtea polychroa	14	100
FW_v1_tr_00190.p1	cellular organisms	1	76
FW_v1_tr_00191.p1	cellular organisms	1	92
FW_v1_tr_00192.p1	Eukaryota	2	83
FW_v1_tr_00193.p1	cellular organisms	1	84
FW_v1_tr_00194.p1	cellular organisms	1	84
FW_v1_tr_00195.p1	Schmidtea polychroa	14	100
FW_v1_tr_00196.p1	Schmidtea	13	100
FW_v1_tr_00197.p1	Schmidtea	13	100
FW_v1_tr_00198.p1	cellular organisms	1	92
FW_v1_tr_00199.p1	Eukaryota	2	83
FW_v1_tr_00200.p1	Eukaryota	2	83
FW_v1_tr_00201.p1	Schmidtea	13	100
FW_v1_tr_00202.p1	Schmidtea polychroa	14	100
FW_v1_tr_00202.p2	Schmidtea polychroa	14	100
FW_v1_tr_00203.p1	cellular organisms	1	84
FW_v1_tr_00204.p1	cellular organisms	1	92
FW_v1_tr_00205.p1	Eukaryota	2	91
FW_v1_tr_00206.p1	Eukaryota	2	91
FW_v1_tr_00207.p2	Schmidtea polychroa	14	100
FW_v1_tr_00208.p1	Eukaryota	2	83
FW_v1_tr_00209.p1	Schmidtea polychroa	14	100
FW_v1_tr_00210.p1	cellular organisms	1	84
FW_v1_tr_00211.p1	cellular organisms	1	84
FW_v1_tr_00211.p3	Opisthokonta	3	63
FW_v1_tr_00212.p1	cellular organisms	1	84
FW_v1_tr_00213.p1	Possible contamination or HGT	NA	20
FW_v1_tr_00214.p1	Possible contamination or HGT	NA	25
FW_v1_tr_00215.p1	Eukaryota	2	83
FW_v1_tr_00216.p1	cellular organisms	1	84
FW_v1_tr_00216.p2	cellular organisms	1	84
FW_v1_tr_00217.p1	cellular organisms	1	76
FW_v1_tr_00218.p1	cellular organisms	1	92
FW_v1_tr_00219.p1	cellular organisms	1	84
FW_v1_tr_00220.p1	cellular organisms	1	92
FW_v1_tr_00221.p1	Lophotrochozoa	9	40
FW_v1_tr_00222.p1	cellular organisms	1	76
FW_v1_tr_00223.p1	Eukaryota	2	75
FW_v1_tr_00223.p2	Schmidtea polychroa	14	100
FW_v1_tr_00223.p3	Schmidtea polychroa	14	100
FW_v1_tr_00223.p7	Schmidtea polychroa	14	100
FW_v1_tr_00224.p1	Schmidtea polychroa	14	100
FW_v1_tr_00225.p1	Eukaryota	2	83
FW_v1_tr_00226.p1	cellular organisms	1	92
FW_v1_tr_00227.p1	Schmidtea polychroa	14	100
FW_v1_tr_00227.p2	Schmidtea polychroa	14	100
FW_v1_tr_00228.p1	Schmidtea polychroa	14	100
FW_v1_tr_00229.p1	Eukaryota	2	83
FW_v1_tr_00229.p3	cellular organisms	1	92
FW_v1_tr_00229.p7	Schmidtea polychroa	14	100
FW_v1_tr_00230.p1	Bilateria	6	50
FW_v1_tr_00231.p1	Eukaryota	2	83
FW_v1_tr_00232.p1	cellular organisms	1	84
FW_v1_tr_00233.p1	cellular organisms	1	69
FW_v1_tr_00234.p1	cellular organisms	1	76
FW_v1_tr_00235.p1	Eumetazoa	5	77
FW_v1_tr_00236.p1	Schmidtea polychroa	14	100
FW_v1_tr_00237.p1	Possible contamination or HGT	NA	25
FW_v1_tr_00237.p2	Schmidtea polychroa	14	100
FW_v1_tr_00238.p1	Bilateria	6	50
FW_v1_tr_00239.p1	cellular organisms	1	84
FW_v1_tr_00240.p1	cellular organisms	1	84
FW_v1_tr_00241.p1	cellular organisms	1	84
FW_v1_tr_00241.p2	Schmidtea polychroa	14	100
FW_v1_tr_00242.p1	cellular organisms	1	84
FW_v1_tr_00243.p1	Metazoa	4	70
FW_v1_tr_00244.p1	cellular organisms	1	84
FW_v1_tr_00245.p1	cellular organisms	1	92
FW_v1_tr_00246.p1	Schmidtea polychroa	14	100
FW_v1_tr_00247.p1	cellular organisms	1	92
FW_v1_tr_00248.p1	Schmidtea polychroa	14	100
FW_v1_tr_00249.p1	cellular organisms	1	100
FW_v1_tr_00249.p5	Schmidtea polychroa	14	100
FW_v1_tr_00250.p1	cellular organisms	1	61
FW_v1_tr_00250.p3	cellular organisms	1	46
FW_v1_tr_00250.p4	Possible contamination or HGT	NA	14
FW_v1_tr_00250.p5	Schmidtea polychroa	14	100
FW_v1_tr_00251.p1	Eukaryota	2	75
FW_v1_tr_00252.p1	Eukaryota	2	75
FW_v1_tr_00253.p1	Schmidtea polychroa	14	100
FW_v1_tr_00254.p1	cellular organisms	1	76
FW_v1_tr_00255.p1	cellular organisms	1	84
FW_v1_tr_00256.p1	Schmidtea polychroa	14	100
FW_v1_tr_00257.p1	Schmidtea polychroa	14	100
FW_v1_tr_00258.p1	Platyhelminthes	10	50
FW_v1_tr_00259.p1	cellular organisms	1	100
FW_v1_tr_00260.p1	Eukaryota	2	75
FW_v1_tr_00261.p1	Metazoa	4	80
FW_v1_tr_00262.p1	cellular organisms	1	84
FW_v1_tr_00263.p1	Schmidtea polychroa	14	100
FW_v1_tr_00264.p1	cellular organisms	1	84
FW_v1_tr_00265.p1	cellular organisms	1	84
FW_v1_tr_00266.p1	Schmidtea polychroa	14	100
FW_v1_tr_00267.p1	cellular organisms	1	92
FW_v1_tr_00268.p1	Schmidtea polychroa	14	100
FW_v1_tr_00269.p1	Schmidtea polychroa	14	100
FW_v1_tr_00270.p1	Schmidtea polychroa	14	100
FW_v1_tr_00271.p1	cellular organisms	1	84
FW_v1_tr_00271.p2	Schmidtea polychroa	14	100
FW_v1_tr_00272.p1	Schmidtea polychroa	14	100
FW_v1_tr_00273.p1	Opisthokonta	3	36
FW_v1_tr_00274.p1	Opisthokonta	3	72
FW_v1_tr_00275.p1	cellular organisms	1	84
FW_v1_tr_00276.p1	cellular organisms	1	92
FW_v1_tr_00277.p1	cellular organisms	1	84
FW_v1_tr_00278.p1	Metazoa	4	80
FW_v1_tr_00279.p1	cellular organisms	1	100
FW_v1_tr_00280.p1	cellular organisms	1	92
FW_v1_tr_00281.p1	Possible contamination or HGT	NA	30
FW_v1_tr_00282.p1	cellular organisms	1	84
FW_v1_tr_00283.p1	Opisthokonta	3	72
FW_v1_tr_00283.p2	Schmidtea polychroa	14	100
FW_v1_tr_00284.p1	Schmidtea polychroa	14	100
FW_v1_tr_00285.p1	cellular organisms	1	84
FW_v1_tr_00285.p2	cellular organisms	1	84
FW_v1_tr_00286.p1	Possible contamination or HGT	NA	8
FW_v1_tr_00287.p1	Schmidtea polychroa	14	100
FW_v1_tr_00288.p1	cellular organisms	1	76
FW_v1_tr_00289.p1	Schmidtea	13	100
FW_v1_tr_00290.p1	cellular organisms	1	100
FW_v1_tr_00291.p1	cellular organisms	1	92
FW_v1_tr_00292.p1	Eukaryota	2	75
FW_v1_tr_00293.p1	Bilateria	6	62
FW_v1_tr_00294.p1	Eukaryota	2	83
FW_v1_tr_00295.p1	cellular organisms	1	84
FW_v1_tr_00296.p1	cellular organisms	1	84
FW_v1_tr_00297.p1	cellular organisms	1	84
FW_v1_tr_00298.p1	cellular organisms	1	76
FW_v1_tr_00298.p2	Schmidtea polychroa	14	100
FW_v1_tr_00299.p1	cellular organisms	1	76
FW_v1_tr_00300.p1	cellular organisms	1	84
FW_v1_tr_00301.p1	Metazoa	4	80
FW_v1_tr_00301.p2	Schmidtea polychroa	14	100
FW_v1_tr_00302.p1	cellular organisms	1	76
FW_v1_tr_00303.p1	cellular organisms	1	76
FW_v1_tr_00304.p1	Schmidtea polychroa	14	100
FW_v1_tr_00305.p1	cellular organisms	1	84
FW_v1_tr_00306.p1	cellular organisms	1	84
FW_v1_tr_00307.p1	cellular organisms	1	76
FW_v1_tr_00308.p1	Metazoa	4	90
FW_v1_tr_00309.p1	cellular organisms	1	84
FW_v1_tr_00310.p1	Opisthokonta	3	90
FW_v1_tr_00311.p1	Eukaryota	2	66
FW_v1_tr_00312.p1	Schmidtea polychroa	14	100
FW_v1_tr_00313.p1	Schmidtea polychroa	14	100
FW_v1_tr_00314.p1	Protostomia	7	71
FW_v1_tr_00315.p1	Eukaryota	2	83
FW_v1_tr_00316.p1	Eukaryota	2	83
FW_v1_tr_00317.p1	cellular organisms	1	100
FW_v1_tr_00318.p1	Eukaryota	2	66
FW_v1_tr_00319.p1	Schmidtea	13	100
FW_v1_tr_00320.p1	Eumetazoa	5	88
FW_v1_tr_00321.p1	Eumetazoa	5	88
FW_v1_tr_00322.p1	cellular organisms	1	92
FW_v1_tr_00323.p1	cellular organisms	1	92
FW_v1_tr_00324.p1	cellular organisms	1	92
FW_v1_tr_00325.p1	cellular organisms	1	76
FW_v1_tr_00326.p1	Possible contamination or HGT	NA	25
FW_v1_tr_00327.p1	Eumetazoa	5	77
FW_v1_tr_00328.p1	cellular organisms	1	76
FW_v1_tr_00328.p2	cellular organisms	1	76
FW_v1_tr_00328.p4	Schmidtea polychroa	14	100
FW_v1_tr_00329.p1	Schmidtea polychroa	14	100
FW_v1_tr_00330.p1	Schmidtea polychroa	14	100
FW_v1_tr_00331.p1	cellular organisms	1	100
FW_v1_tr_00331.p2	Schmidtea polychroa	14	100
FW_v1_tr_00332.p1	cellular organisms	1	84
FW_v1_tr_00333.p1	Schmidtea polychroa	14	100
FW_v1_tr_00334.p1	cellular organisms	1	100
FW_v1_tr_00335.p1	cellular organisms	1	92
FW_v1_tr_00336.p1	Opisthokonta	3	81
FW_v1_tr_00337.p1	Opisthokonta	3	81
FW_v1_tr_00338.p1	Eumetazoa	5	66
FW_v1_tr_00339.p1	Schmidtea polychroa	14	100
FW_v1_tr_00339.p2	Schmidtea polychroa	14	100
FW_v1_tr_00340.p1	Schmidtea polychroa	14	100
FW_v1_tr_00340.p2	Schmidtea polychroa	14	100
FW_v1_tr_00341.p1	Schmidtea polychroa	14	100
FW_v1_tr_00341.p2	Schmidtea polychroa	14	100
FW_v1_tr_00342.p1	cellular organisms	1	84
FW_v1_tr_00343.p1	Bilateria	6	37
FW_v1_tr_00344.p1	Bilateria	6	62
FW_v1_tr_00344.p2	Schmidtea polychroa	14	100
FW_v1_tr_00344.p7	Schmidtea polychroa	14	100
FW_v1_tr_00345.p1	Schmidtea polychroa	14	100
FW_v1_tr_00346.p1	Schmidtea polychroa	14	100
FW_v1_tr_00347.p1	Schmidtea polychroa	14	100
FW_v1_tr_00348.p1	Schmidtea polychroa	14	100
FW_v1_tr_00349.p1	Opisthokonta	3	72
FW_v1_tr_00350.p1	cellular organisms	1	92
FW_v1_tr_00351.p1	cellular organisms	1	92
FW_v1_tr_00352.p1	cellular organisms	1	76
FW_v1_tr_00353.p1	Schmidtea polychroa	14	100
FW_v1_tr_00354.p1	Schmidtea polychroa	14	100
FW_v1_tr_00355.p1	Platyhelminthes	10	50
FW_v1_tr_00356.p1	Platyhelminthes	10	50
FW_v1_tr_00357.p1	cellular organisms	1	84
FW_v1_tr_00358.p1	Schmidtea polychroa	14	100
FW_v1_tr_00359.p1	Eukaryota	2	83
FW_v1_tr_00360.p1	Schmidtea polychroa	14	100
FW_v1_tr_00361.p1	Schmidtea polychroa	14	100
FW_v1_tr_00362.p1	cellular organisms	1	69
FW_v1_tr_00363.p1	Eukaryota	2	83
FW_v1_tr_00364.p1	Opisthokonta	3	63
FW_v1_tr_00364.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00365.p1	Schmidtea polychroa	14	100
FW_v1_tr_00366.p1	Schmidtea polychroa	14	100
FW_v1_tr_00367.p1	Schmidtea polychroa	14	100
FW_v1_tr_00368.p1	cellular organisms	1	53
FW_v1_tr_00369.p1	Schmidtea polychroa	14	100
FW_v1_tr_00370.p1	Bilateria	6	50
FW_v1_tr_00371.p1	cellular organisms	1	84
FW_v1_tr_00372.p1	Schmidtea polychroa	14	100
FW_v1_tr_00373.p1	Schmidtea polychroa	14	100
FW_v1_tr_00374.p1	Schmidtea polychroa	14	100
FW_v1_tr_00375.p1	cellular organisms	1	100
FW_v1_tr_00376.p1	cellular organisms	1	84
FW_v1_tr_00377.p1	Bilateria	6	37
FW_v1_tr_00378.p1	Protostomia	7	71
FW_v1_tr_00379.p1	Lophotrochozoa	9	40
FW_v1_tr_00380.p1	cellular organisms	1	69
FW_v1_tr_00381.p1	Eukaryota	2	83
FW_v1_tr_00382.p1	Eumetazoa	5	77
FW_v1_tr_00383.p1	Possible contamination or HGT	NA	16
FW_v1_tr_00384.p1	cellular organisms	1	69
FW_v1_tr_00385.p1	cellular organisms	1	84
FW_v1_tr_00386.p1	Schmidtea polychroa	14	100
FW_v1_tr_00387.p1	Eukaryota	2	83
FW_v1_tr_00388.p1	cellular organisms	1	53
FW_v1_tr_00388.p2	Schmidtea polychroa	14	100
FW_v1_tr_00389.p1	Metazoa	4	100
FW_v1_tr_00390.p1	cellular organisms	1	53
FW_v1_tr_00390.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00390.p5	Schmidtea polychroa	14	100
FW_v1_tr_00391.p1	cellular organisms	1	53
FW_v1_tr_00391.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00391.p5	Schmidtea polychroa	14	100
FW_v1_tr_00392.p1	Eukaryota	2	83
FW_v1_tr_00393.p1	cellular organisms	1	53
FW_v1_tr_00393.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00393.p5	Schmidtea polychroa	14	100
FW_v1_tr_00394.p1	cellular organisms	1	53
FW_v1_tr_00394.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00394.p5	Schmidtea polychroa	14	100
FW_v1_tr_00395.p1	cellular organisms	1	53
FW_v1_tr_00395.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00395.p5	Schmidtea polychroa	14	100
FW_v1_tr_00396.p1	cellular organisms	1	53
FW_v1_tr_00396.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00396.p5	Schmidtea polychroa	14	100
FW_v1_tr_00397.p1	cellular organisms	1	53
FW_v1_tr_00397.p2	Possible contamination or HGT	NA	28
FW_v1_tr_00397.p5	Schmidtea polychroa	14	100
FW_v1_tr_00398.p1	cellular organisms	1	61
FW_v1_tr_00398.p2	Schmidtea polychroa	14	100
FW_v1_tr_00399.p1	Metazoa	4	80
FW_v1_tr_00400.p1	cellular organisms	1	53
FW_v1_tr_00401.p1	Schmidtea polychroa	14	100
FW_v1_tr_00402.p1	cellular organisms	1	100
FW_v1_tr_00403.p1	Lophotrochozoa	9	60
FW_v1_tr_00404.p1	Schmidtea	13	100
FW_v1_tr_00405.p1	cellular organisms	1	92
FW_v1_tr_00405.p2	cellular organisms	1	61
FW_v1_tr_00405.p4	Possible contamination or HGT	NA	14
FW_v1_tr_00406.p1	cellular organisms	1	92
FW_v1_tr_00407.p1	Schmidtea polychroa	14	100
FW_v1_tr_00408.p1	Eukaryota	2	75
FW_v1_tr_00409.p1	cellular organisms	1	92
FW_v1_tr_00410.p1	cellular organisms	1	92
FW_v1_tr_00410.p4	Schmidtea polychroa	14	100
FW_v1_tr_00411.p1	Protostomia	7	100
FW_v1_tr_00412.p1	Eumetazoa	5	77
