#gene	phylostratum	rank	taxonomic_representativeness
B0252.1	cellular organisms	1	100
B0252.2	cellular organisms	1	100
B0252.3a	cellular organisms	1	100
B0252.3b	cellular organisms	1	100
B0252.3c	cellular organisms	1	100
B0252.4a	cellular organisms	1	100
B0252.4b	cellular organisms	1	100
B0252.5	Caenorhabditis	14	100
B0252.8	Caenorhabditis	14	100
B0261.1	cellular organisms	1	100
B0261.2a	cellular organisms	1	100
B0261.2b	cellular organisms	1	100
B0261.4a	Eukaryota	2	100
B0261.4b	Eukaryota	2	100
B0261.5	Caenorhabditis	14	100
B0261.6a	Chromadorea	10	60
B0261.6b	Chromadorea	10	60
B0261.7	Caenorhabditis	14	100
B0261.8	Caenorhabditis elegans	15	100
B0261.9	Caenorhabditis	14	100
B0272.1	cellular organisms	1	100
B0272.2	Eukaryota	2	100
B0272.3	cellular organisms	1	100
B0272.4	cellular organisms	1	100
B0273.1	Chromadorea	10	40
B0273.115	Chromadorea	10	100
B0273.2	Eukaryota	2	53
B0273.3	Eukaryota	2	100
B0273.4a	cellular organisms	1	92
B0273.4b	cellular organisms	1	92
B0280.10	Chromadorea	10	40
B0280.11	Metazoa	4	63
B0280.12a	cellular organisms	1	85
B0280.12b	cellular organisms	1	85
B0280.13	Chromadorea	10	40
B0280.17	cellular organisms	1	100
B0280.1a	cellular organisms	1	100
B0280.1b	cellular organisms	1	100
B0280.2	Chromadorea	10	60
B0280.3	cellular organisms	1	100
B0280.4	Bilateria	6	100
B0280.5	cellular organisms	1	85
B0280.7	Chromadorea	10	100
B0280.8	cellular organisms	1	85
B0280.9	cellular organisms	1	100
B0281.1	Caenorhabditis elegans	15	100
B0281.3	Eukaryota	2	76
B0281.4	Caenorhabditis	14	100
B0281.5a	cellular organisms	1	100
B0281.5b	cellular organisms	1	100
B0281.6	Eukaryota	2	100
B0281.8	Eukaryota	2	69
B0284.1	Caenorhabditis	14	100
B0284.2	Caenorhabditis	14	100
B0284.3	Caenorhabditis elegans	15	100
B0284.4	Caenorhabditis	14	100
B0285.10	cellular organisms	1	100
B0285.1a	cellular organisms	1	100
B0285.1b	cellular organisms	1	100
B0285.1c	cellular organisms	1	100
B0285.3	Caenorhabditis	14	100
B0285.4	cellular organisms	1	100
B0285.5	cellular organisms	1	78
B0285.6	cellular organisms	1	100
B0285.7	cellular organisms	1	78
B0285.8	cellular organisms	1	100
B0285.9	cellular organisms	1	92
B0286.1	Chromadorea	10	60
B0286.2a	Eukaryota	2	100
B0286.2b	Eukaryota	2	100
B0286.3	cellular organisms	1	85
B0286.4a	cellular organisms	1	100
B0286.4b	cellular organisms	1	100
B0286.4c	cellular organisms	1	100
B0286.4d	cellular organisms	1	100
B0286.5	cellular organisms	1	100
B0286.6	Bilateria	6	66
B0294.1	Caenorhabditis elegans	15	100
B0294.3	Caenorhabditis elegans	15	100
B0302.1a	cellular organisms	1	100
B0302.1b	cellular organisms	1	100
B0302.1c	Chromadorea	10	60
B0302.2	Caenorhabditis elegans	15	100
B0302.4	Caenorhabditis elegans	15	100
B0302.5	Chromadorea	10	100
B0303.11	cellular organisms	1	100
B0303.14	Chromadorea	10	100
B0303.15	cellular organisms	1	100
B0303.16	Caenorhabditis	14	100
B0303.2	cellular organisms	1	78
B0303.3	cellular organisms	1	100
B0303.4	Bilateria	6	88
B0303.7a	cellular organisms	1	100
B0303.7b	cellular organisms	1	100
B0303.8	Caenorhabditis	14	100
B0303.9	cellular organisms	1	100
B0304.1a	Bilateria	6	100
B0304.1b	Bilateria	6	100
B0304.1c	Bilateria	6	100
B0304.2	Caenorhabditis	14	100
B0304.3	cellular organisms	1	100
B0304.4	Caenorhabditis	14	100
B0304.5	Caenorhabditis	14	100
B0304.6	Chromadorea	10	40
B0304.7	Caenorhabditis	14	100
B0304.8	Caenorhabditis	14	100
B0304.9	Caenorhabditis	14	100
B0310.1a	Ecdysozoa	8	100
B0310.1b	Protostomia	7	100
B0310.2	Opisthokonta	3	83
B0310.3	Caenorhabditis	14	100
B0310.5	cellular organisms	1	92
B0310.6	Caenorhabditis	14	100
B0331.1	cellular organisms	1	100
B0331.2	cellular organisms	1	92
B0334.1	cellular organisms	1	57
B0334.10	Caenorhabditis	14	100
B0334.11a	Chromadorea	10	100
B0334.11b	Chromadorea	10	100
B0334.13	Caenorhabditis	14	100
B0334.15	Eukaryota	2	84
B0334.20	Caenorhabditis elegans	15	100
B0334.2a	cellular organisms	1	92
B0334.2b	cellular organisms	1	92
B0334.3a	cellular organisms	1	100
B0334.3b	cellular organisms	1	100
B0334.4	cellular organisms	1	100
B0334.5	cellular organisms	1	100
B0334.6	Bilateria	6	100
B0334.7	Chromadorea	10	80
B0334.8	cellular organisms	1	100
B0336.1	Metazoa	4	90
B0336.10	cellular organisms	1	100
B0336.11a	cellular organisms	1	92
B0336.11b	cellular organisms	1	92
B0336.12	Caenorhabditis elegans	15	100
B0336.13	Eukaryota	2	100
B0336.2	cellular organisms	1	100
B0336.3	Eukaryota	2	100
B0336.4a	Eumetazoa	5	100
B0336.4b	Eumetazoa	5	100
B0336.5a	Eumetazoa	5	100
B0336.5b	Eumetazoa	5	100
B0336.6	Eukaryota	2	100
B0336.7a	Chromadorea	10	100
B0336.7b	Chromadorea	10	100
B0336.8	Eukaryota	2	100
B0336.9a	Eukaryota	2	100
B0336.9b	Eukaryota	2	100
B0336.9c	Protostomia	7	75
B0336.9d	Eukaryota	2	100
B0336.9e	Chromadorea	10	40
B0344.2	Chromadorea	10	100
B0348.1	Eukaryota	2	53
B0348.2	Eukaryota	2	69
B0348.4a	cellular organisms	1	100
B0348.4b	cellular organisms	1	100
B0348.4c	cellular organisms	1	100
B0348.5	Caenorhabditis	14	100
B0348.6a	cellular organisms	1	100
B0348.6b	cellular organisms	1	100
B0348.6c	cellular organisms	1	100
B0350.2a	Eumetazoa	5	100
B0350.2b	Eumetazoa	5	100
B0350.2c	Eumetazoa	5	100
B0350.2d	Eumetazoa	5	100
B0350.2e	Eumetazoa	5	100
B0350.2f	Eumetazoa	5	100
B0350.2g	Bilateria	6	100
B0350.3	Caenorhabditis elegans	15	100
B0353.1a	Chromadorea	10	100
B0353.1b	Chromadorea	10	100
B0361.10	cellular organisms	1	100
B0361.11	cellular organisms	1	92
B0361.2a	Eukaryota	2	100
B0361.2b	Eukaryota	2	100
B0361.3	Chromadorea	10	60
B0361.4	Chromadorea	10	100
B0361.5a	cellular organisms	1	100
B0361.5b	cellular organisms	1	100
B0361.6	cellular organisms	1	100
B0361.7	cellular organisms	1	100
B0361.8	cellular organisms	1	100
B0361.9	Chromadorea	10	100
B0365.1	cellular organisms	1	100
B0365.3	cellular organisms	1	100
B0365.5a	Bilateria	6	66
B0365.5b	Eumetazoa	5	50
B0365.6	Eumetazoa	5	100
B0365.7	cellular organisms	1	100
B0365.9	Chromadorea	10	100
B0379.1a	Chromadorea	10	100
B0379.2	Chromadorea	10	40
B0379.3a	Caenorhabditis	14	100
B0379.3b	Caenorhabditis	14	100
B0379.4a	cellular organisms	1	100
B0379.4b	cellular organisms	1	100
B0379.4c	cellular organisms	1	100
B0379.6	Caenorhabditis elegans	15	100
B0379.7	Caenorhabditis	14	100
B0391.11	Possible contamination or HGT	NA	14
B0391.12	Chromadorea	10	100
B0391.14	Caenorhabditis elegans	15	100
B0391.3	Chromadorea	10	80
B0391.4	Chromadorea	10	80
B0391.5	Possible contamination or HGT	NA	14
B0391.6	Caenorhabditis	14	100
B0391.9	Caenorhabditis elegans	15	100
B0393.1	cellular organisms	1	100
B0393.2	cellular organisms	1	100
B0393.3	Protostomia	7	87
B0393.4	Chromadorea	10	100
B0393.5	cellular organisms	1	92
B0393.6	Chromadorea	10	100
B0393.7	Eumetazoa	5	100
B0393.8	Caenorhabditis elegans	15	100
B0393.9a	Chromadorea	10	100
B0393.9b	Chromadorea	10	100
B0395.1	cellular organisms	1	100
B0395.2	Eukaryota	2	100
B0395.3	cellular organisms	1	100
B0399.1a	Eukaryota	2	84
B0399.1b	Eukaryota	2	84
B0399.1c	Eukaryota	2	84
B0399.1d	Eukaryota	2	84
B0399.1e	Eukaryota	2	84
B0399.1f	Eukaryota	2	84
B0399.2	cellular organisms	1	85
B0403.2	cellular organisms	1	100
B0403.3	Rhabditida	11	100
B0403.4	cellular organisms	1	100
B0403.5	Nematoda	9	100
B0403.6	Nematoda	9	100
B0410.1	Caenorhabditis elegans	15	100
B0410.2a	Metazoa	4	100
B0410.2b	Metazoa	4	100
B0410.3	Chromadorea	10	60
B0412.1a	Eumetazoa	5	100
B0412.1b	Eumetazoa	5	100
B0412.2	Metazoa	4	100
B0412.3	Eukaryota	2	100
B0412.4	cellular organisms	1	100
B0414.1	Caenorhabditis	14	100
B0414.2	Opisthokonta	3	100
B0414.3	cellular organisms	1	100
B0414.5	cellular organisms	1	85
B0414.6	cellular organisms	1	100
B0414.7a	cellular organisms	1	100
B0414.7b	cellular organisms	1	100
B0414.8a	cellular organisms	1	100
B0414.8b	cellular organisms	1	100
B0416.1	Eukaryota	2	100
B0416.10	Possible contamination or HGT	NA	23
B0416.11	Caenorhabditis	14	100
B0416.2	Chromadorea	10	100
B0416.3	Chromadorea	10	100
B0416.4	Possible contamination or HGT	NA	28
B0416.5a	cellular organisms	1	100
B0416.5b	cellular organisms	1	100
B0416.6	cellular organisms	1	100
B0416.7a	Caenorhabditis	14	100
B0416.7b	Caenorhabditis elegans	15	100
B0432.1	Caenorhabditis	14	100
B0432.10	Chromadorea	10	80
B0432.11	Caenorhabditis	14	100
B0432.12	Caenorhabditis	14	100
B0432.13	Eukaryota	2	84
B0432.14	Chromadorea	10	40
B0432.2	cellular organisms	1	100
B0432.3	Bilateria	6	100
B0432.4	cellular organisms	1	100
B0432.5	cellular organisms	1	100
B0432.6	Caenorhabditis	14	100
B0432.7	Eumetazoa	5	90
B0432.8	cellular organisms	1	92
B0432.9	cellular organisms	1	78
B0454.1	Caenorhabditis	14	100
B0454.10	Caenorhabditis	14	100
B0454.2	Caenorhabditis	14	100
B0454.26	Caenorhabditis	14	100
B0454.3	Caenorhabditis	14	100
B0454.4	Rhabditida	11	50
B0454.5	Protostomia	7	50
B0454.6	cellular organisms	1	100
B0454.7	cellular organisms	1	78
B0454.8	Possible contamination or HGT	NA	14
B0454.9	Caenorhabditis	14	100
B0457.1a	cellular organisms	1	100
B0457.1b	Eukaryota	2	100
B0457.1c	Chromadorea	10	60
B0457.2	Chromadorea	10	100
B0457.4	Caenorhabditis elegans	15	100
B0457.6	Chromadorea	10	80
B0462.1	Rhabditina	12	100
B0462.3	Caenorhabditis	14	100
B0462.4	Caenorhabditis	14	100
B0462.5	Caenorhabditis elegans	15	100
B0464.1	cellular organisms	1	100
B0464.2a	cellular organisms	1	100
B0464.2b	Chromadorea	10	100
B0464.2c	cellular organisms	1	100
B0464.2d	Chromadorea	10	100
B0464.3	Nematoda	9	100
B0464.4	cellular organisms	1	78
B0464.5a	cellular organisms	1	100
B0464.5b	cellular organisms	1	100
B0464.5c	cellular organisms	1	100
B0464.6	Eukaryota	2	100
B0464.7	cellular organisms	1	92
B0464.8	Caenorhabditis	14	100
B0464.9	cellular organisms	1	100
B0478.1a	cellular organisms	1	100
B0478.1b	cellular organisms	1	100
B0478.3	Chromadorea	10	100
B0491.1	cellular organisms	1	100
B0491.2	Chromadorea	10	100
B0491.3	cellular organisms	1	92
B0491.4	Chromadorea	10	100
B0491.5	Nematoda	9	100
B0491.6a	Caenorhabditis	14	100
B0491.6b	Caenorhabditis	14	100
B0491.7	cellular organisms	1	100
B0491.8a	cellular organisms	1	100
B0491.8b	cellular organisms	1	100
B0491.8c	cellular organisms	1	100
B0495.1	Chromadorea	10	100
B0495.10a	cellular organisms	1	100
B0495.10b	cellular organisms	1	100
B0495.10c	cellular organisms	1	100
B0495.2	cellular organisms	1	100
B0495.4	cellular organisms	1	100
B0495.5	cellular organisms	1	100
B0495.6	Caenorhabditis	14	100
B0495.7	cellular organisms	1	100
B0495.8a	Eukaryota	2	100
B0495.8b	Protostomia	7	87
B0495.9	Chromadorea	10	100
B0496.1	Caenorhabditis	14	100
B0496.11	Chromadorea	10	40
B0496.2	Caenorhabditis	14	100
B0496.3a	cellular organisms	1	100
B0496.3b	cellular organisms	1	100
B0496.3c	Chromadorea	10	100
B0496.3d	cellular organisms	1	100
B0496.3e	cellular organisms	1	100
B0496.3f	cellular organisms	1	100
B0496.3g	cellular organisms	1	100
B0496.3h	cellular organisms	1	100
B0496.5	Chromadorea	10	100
B0496.6	Chromadorea	10	100
B0496.7	cellular organisms	1	100
B0496.8	cellular organisms	1	100
B0507.1	Nematoda	9	100
B0507.10	Caenorhabditis	14	100
B0507.11	Chromadorea	10	100
B0507.15	Caenorhabditis elegans	15	100
B0507.2	Eukaryota	2	92
B0507.3a	Caenorhabditis	14	100
B0507.3b	Caenorhabditis	14	100
B0507.4	Caenorhabditis	14	100
B0507.5a	Caenorhabditis elegans	15	100
B0507.5b	Caenorhabditis elegans	15	100
B0507.6	Caenorhabditis	14	100
B0507.7	Caenorhabditis	14	100
B0507.8	Caenorhabditis	14	100
B0507.9	Caenorhabditis	14	100
B0511.1	cellular organisms	1	92
B0511.10	cellular organisms	1	100
B0511.11	Chromadorea	10	60
B0511.12a	cellular organisms	1	100
B0511.12b	cellular organisms	1	100
B0511.13a	cellular organisms	1	92
B0511.13b	cellular organisms	1	92
B0511.17	Caenorhabditis	14	100
B0511.2	Caenorhabditis	14	100
B0511.3	Caenorhabditis	14	100
B0511.4	cellular organisms	1	100
B0511.5	Ecdysozoa	8	100
B0511.6	cellular organisms	1	100
B0511.7	Eukaryota	2	100
B0511.8	Bilateria	6	100
B0511.9a	Caenorhabditis	14	100
B0511.9b	Caenorhabditis	14	100
B0511.9c	Caenorhabditis	14	100
B0511.9d	Caenorhabditis	14	100
B0513.1a	Nematoda	9	100
B0513.1b	Chromadorea	10	40
B0513.2a	Eumetazoa	5	100
B0513.2b	Caenorhabditis elegans	15	100
B0513.3a	cellular organisms	1	100
B0513.3b	Caenorhabditis	14	100
B0513.4a	Chromadorea	10	40
B0513.4b	Caenorhabditis	14	100
B0513.5	cellular organisms	1	100
B0513.6	Caenorhabditis	14	100
B0513.9a	Eukaryota	2	84
B0513.9b	Eukaryota	2	84
B0523.1	cellular organisms	1	100
B0523.3	Caenorhabditis	14	100
B0523.5	cellular organisms	1	100
B0524.2	cellular organisms	1	100
B0524.3	Caenorhabditis elegans	15	100
B0524.4	Caenorhabditis	14	100
B0524.5	Caenorhabditis elegans	15	100
B0524.6	Caenorhabditis	14	100
B0545.1a	cellular organisms	1	100
B0545.1b	cellular organisms	1	100
B0545.3	cellular organisms	1	78
B0545.4	Bilateria	6	55
B0546.1	cellular organisms	1	78
B0546.2	Eukaryota	2	92
B0546.3	Eukaryota	2	100
B0546.4a	cellular organisms	1	100
B0546.4b	cellular organisms	1	100
B0546.5	Rhabditina	12	66
B0547.1	cellular organisms	1	100
B0547.2	Caenorhabditis elegans	15	100
B0547.4	Chromadorea	10	100
B0554.1	Caenorhabditis elegans	15	100
B0554.2	Caenorhabditis	14	100
B0554.3	Caenorhabditis elegans	15	100
B0554.4	Caenorhabditis	14	100
B0554.5	Eukaryota	2	100
B0554.6	Caenorhabditis	14	100
B0554.7	Eumetazoa	5	100
B0563.1	Caenorhabditis	14	100
B0563.10	Caenorhabditis	14	100
B0563.18	Caenorhabditis elegans	15	100
B0563.2	cellular organisms	1	85
B0563.4	cellular organisms	1	100
B0563.5	Caenorhabditis	14	100
B0563.6a	Bilateria	6	100
B0563.6b	Bilateria	6	100
B0563.6c	Bilateria	6	100
B0563.7	cellular organisms	1	100
B0563.8	Caenorhabditis	14	100
B0563.9	Chromadorea	10	40
B0564.10a	Opisthokonta	3	100
B0564.10b	Opisthokonta	3	100
B0564.11	Chromadorea	10	40
B0564.1a	cellular organisms	1	100
B0564.1b	Eukaryota	2	100
B0564.2	cellular organisms	1	100
B0564.3	Eukaryota	2	84
B0564.4	Eukaryota	2	84
B0564.6	Opisthokonta	3	66
B0564.7	Ecdysozoa	8	85
B0564.9	Opisthokonta	3	66
BE0003N10.1	cellular organisms	1	100
BE0003N10.2	cellular organisms	1	100
BE0003N10.3	Eukaryota	2	92
BE10.1	Chromadorea	10	40
BE10.2	cellular organisms	1	92
BE10.3	Caenorhabditis	14	100
BE10.4	Chromadorea	10	100
BE10.5	Caenorhabditis	14	100
C01A2.1a	Caenorhabditis elegans	15	100
C01A2.1b	Caenorhabditis elegans	15	100
C01A2.1c	Caenorhabditis elegans	15	100
C01A2.2a	Chromadorea	10	100
C01A2.2b	Chromadorea	10	100
C01A2.3	cellular organisms	1	100
C01A2.4	cellular organisms	1	100
C01A2.5	cellular organisms	1	100
C01A2.6	Caenorhabditis elegans	15	100
C01A2.7a	Caenorhabditis	14	100
C01A2.7b	Caenorhabditis	14	100
C01A2.9	Caenorhabditis elegans	15	100
C01B10.10	cellular organisms	1	100
C01B10.11	Nematoda	9	100
C01B10.3	Eumetazoa	5	100
C01B10.4	cellular organisms	1	100
C01B10.44	Caenorhabditis	14	100
C01B10.5a	Caenorhabditis elegans	15	100
C01B10.5b	Caenorhabditis elegans	15	100
C01B10.5c	Caenorhabditis elegans	15	100
C01B10.5e	Caenorhabditis elegans	15	100
C01B10.6a	Chromadorea	10	40
C01B10.6b	Chromadorea	10	40
C01B10.7	Caenorhabditis	14	100
C01B10.8	cellular organisms	1	100
C01B10.9	cellular organisms	1	100
C01B12.1	cellular organisms	1	50
C01B12.2	Bilateria	6	88
C01B12.3	Eukaryota	2	84
C01B12.4	Bilateria	6	88
C01B12.5	Eukaryota	2	84
C01B12.8	Caenorhabditis	14	100
C01B4.1	Chromadorea	10	100
C01B4.10	Chromadorea	10	100
C01B4.3	Chromadorea	10	100
C01B4.5	Chromadorea	10	40
C01B4.6	cellular organisms	1	92
C01B4.7	cellular organisms	1	100
C01B4.8	cellular organisms	1	100
C01B4.9	cellular organisms	1	92
C01B7.1a	Chromadorea	10	100
C01B7.1b	Chromadorea	10	100
C01B7.1c	Chromadorea	10	100
C01B7.3	Caenorhabditis elegans	15	100
C01B7.4	cellular organisms	1	100
C01B7.5	Bilateria	6	88
