#gene	phylostratum	rank	taxonomic_representativeness
Aqu2.1.00342_001	Amphimedon queenslandica	6	100
Aqu2.1.00343_001	cellular organisms	1	80
Aqu2.1.00344_001	Amphimedon queenslandica	6	100
Aqu2.1.00345_001	cellular organisms	1	60
Aqu2.1.00346_001	Amphimedon queenslandica	6	100
Aqu2.1.00347_001	Amphimedon queenslandica	6	100
Aqu2.1.00348_001	Metazoa	4	50
Aqu2.1.00349_001	Amphimedon queenslandica	6	100
Aqu2.1.00350_001	cellular organisms	1	100
Aqu2.1.00351_001	Amphimedon queenslandica	6	100
Aqu2.1.00352_001	Amphimedon queenslandica	6	100
Aqu2.1.00353_001	cellular organisms	1	40
Aqu2.1.00354_001	cellular organisms	1	80
Aqu2.1.00355_001	Amphimedon queenslandica	6	100
Aqu2.1.00356_001	Amphimedon queenslandica	6	100
Aqu2.1.00357_001	Opisthokonta	3	66
Aqu2.1.00358_001	Metazoa	4	50
Aqu2.1.00359_001	Metazoa	4	50
Aqu2.1.00360_001	Eukaryota	2	75
Aqu2.1.00361_001	cellular organisms	1	100
Aqu2.1.00362_001	Eukaryota	2	75
Aqu2.1.00363_001	Metazoa	4	50
Aqu2.1.00364_001	Amphimedon queenslandica	6	100
Aqu2.1.00365_001	Amphimedon queenslandica	6	100
Aqu2.1.00366_001	Amphimedon queenslandica	6	100
Aqu2.1.00367_001	Amphimedon queenslandica	6	100
Aqu2.1.00368_001	Metazoa	4	50
Aqu2.1.00369_001	Amphimedon queenslandica	6	100
Aqu2.1.00370_001	cellular organisms	1	40
Aqu2.1.00371_001	Amphimedon queenslandica	6	100
Aqu2.1.00372_001	Amphimedon queenslandica	6	100
Aqu2.1.00373_001	Amphimedon queenslandica	6	100
Aqu2.1.00374_001	Amphimedon queenslandica	6	100
Aqu2.1.00375_001	Amphimedon queenslandica	6	100
Aqu2.1.00376_001	cellular organisms	1	80
Aqu2.1.00377_001	Amphimedon queenslandica	6	100
Aqu2.1.00378_001	cellular organisms	1	60
Aqu2.1.00379_001	Amphimedon queenslandica	6	100
Aqu2.1.00380_001	cellular organisms	1	100
Aqu2.1.00381_001	cellular organisms	1	60
Aqu2.1.00382_001	Amphimedon queenslandica	6	100
Aqu2.1.00383_001	Absent from the DIAMOND/MMseqs2 results	NA	NA
Aqu2.1.00384_001	cellular organisms	1	80
Aqu2.1.00385_001	cellular organisms	1	100
Aqu2.1.00386_001	Amphimedon queenslandica	6	100
Aqu2.1.00387_001	Amphimedon queenslandica	6	100
Aqu2.1.00388_001	Amphimedon queenslandica	6	100
Aqu2.1.00389_001	Eukaryota	2	75
Aqu2.1.00390_001	Metazoa	4	50
Aqu2.1.00391_001	Amphimedon queenslandica	6	100
Aqu2.1.00392_001	Metazoa	4	50
Aqu2.1.00393_001	cellular organisms	1	80
Aqu2.1.00394_001	cellular organisms	1	80
Aqu2.1.00395_001	Amphimedon queenslandica	6	100
Aqu2.1.00396_001	Amphimedon queenslandica	6	100
Aqu2.1.00397_001	cellular organisms	1	80
Aqu2.1.00398_001	Amphimedon queenslandica	6	100
Aqu2.1.00399_001	Amphimedon queenslandica	6	100
Aqu2.1.00401_001	Amphimedon queenslandica	6	100
Aqu2.1.00402_001	Amphimedon queenslandica	6	100
Aqu2.1.00403_001	Amphimedon queenslandica	6	100
Aqu2.1.00404_001	cellular organisms	1	80
Aqu2.1.00405_001	Amphimedon queenslandica	6	100
Aqu2.1.00406_001	Metazoa	4	50
Aqu2.1.00407_001	cellular organisms	1	100
Aqu2.1.00408_001	Opisthokonta	3	66
Aqu2.1.00409_001	cellular organisms	1	80
Aqu2.1.00410_001	cellular organisms	1	80
Aqu2.1.00411_001	cellular organisms	1	80
Aqu2.1.00412_001	cellular organisms	1	100
Aqu2.1.00413_001	Amphimedon queenslandica	6	100
Aqu2.1.00414_001	Metazoa	4	50
Aqu2.1.00415_001	Amphimedon queenslandica	6	100
Aqu2.1.00416_001	Amphimedon queenslandica	6	100
Aqu2.1.00417_001	cellular organisms	1	80
Aqu2.1.00418_001	Amphimedon queenslandica	6	100
Aqu2.1.00419_001	Metazoa	4	50
Aqu2.1.00420_001	cellular organisms	1	80
Aqu2.1.00421_001	Amphimedon queenslandica	6	100
Aqu2.1.00422_001	cellular organisms	1	60
Aqu2.1.00423_001	Amphimedon queenslandica	6	100
Aqu2.1.00424_001	Opisthokonta	3	66
Aqu2.1.00425_001	cellular organisms	1	80
Aqu2.1.00426_001	Amphimedon queenslandica	6	100
Aqu2.1.00427_001	Opisthokonta	3	66
Aqu2.1.00428_001	cellular organisms	1	40
Aqu2.1.00429_001	Opisthokonta	3	66
Aqu2.1.00430_001	Amphimedon queenslandica	6	100
Aqu2.1.00431_001	Metazoa	4	50
Aqu2.1.00432_001	Metazoa	4	50
Aqu2.1.00433_001	cellular organisms	1	80
Aqu2.1.00434_001	Metazoa	4	50
Aqu2.1.00435_001	Absent from the DIAMOND/MMseqs2 results	NA	NA
Aqu2.1.00436_001	Absent from the DIAMOND/MMseqs2 results	NA	NA
Aqu2.1.00437_001	Possible contamination or HGT	NA	20
Aqu2.1.00438_001	Amphimedon queenslandica	6	100
Aqu2.1.00439_001	Amphimedon queenslandica	6	100
Aqu2.1.00440_001	Eukaryota	2	75
Aqu2.1.00441_001	cellular organisms	1	80
Aqu2.1.00442_001	Absent from the DIAMOND/MMseqs2 results	NA	NA
Aqu2.1.00443_001	cellular organisms	1	80
Aqu2.1.00444_001	Eukaryota	2	50
Aqu2.1.00445_001	Amphimedon queenslandica	6	100
Aqu2.1.00446_001	Amphimedon queenslandica	6	100
Aqu2.1.00447_001	Eukaryota	2	75
Aqu2.1.00448_001	Eukaryota	2	75
Aqu2.1.00449_001	Amphimedon queenslandica	6	100
Aqu2.1.00450_001	Amphimedon queenslandica	6	100
Aqu2.1.00451_001	Amphimedon queenslandica	6	100
Aqu2.1.00452_001	Amphimedon queenslandica	6	100
Aqu2.1.00453_001	Eukaryota	2	75
Aqu2.1.00454_001	Amphimedon queenslandica	6	100
Aqu2.1.00455_001	Amphimedon queenslandica	6	100
Aqu2.1.00456_001	Amphimedon queenslandica	6	100
Aqu2.1.00457_001	Metazoa	4	50
Aqu2.1.00459_001	Metazoa	4	50
Aqu2.1.00460_001	Opisthokonta	3	66
Aqu2.1.00461_001	Eukaryota	2	75
Aqu2.1.00462_001	Amphimedon queenslandica	6	100
Aqu2.1.00463_001	Possible contamination or HGT	NA	25
Aqu2.1.00464_001	cellular organisms	1	80
Aqu2.1.00465_001	Amphimedon queenslandica	6	100
Aqu2.1.00466_001	cellular organisms	1	40
Aqu2.1.00467_001	Amphimedon queenslandica	6	100
Aqu2.1.00468_001	Amphimedon queenslandica	6	100
Aqu2.1.00469_001	Amphimedon queenslandica	6	100
Aqu2.1.00470_001	cellular organisms	1	80
Aqu2.1.00471_001	Amphimedon queenslandica	6	100
Aqu2.1.00472_001	Amphimedon queenslandica	6	100
Aqu2.1.00473_001	Amphimedon queenslandica	6	100
Aqu2.1.00474_001	cellular organisms	1	80
Aqu2.1.00475_001	Amphimedon queenslandica	6	100
Aqu2.1.00476_001	Amphimedon queenslandica	6	100
Aqu2.1.00477_001	Amphimedon queenslandica	6	100
Aqu2.1.00478_001	Amphimedon queenslandica	6	100
Aqu2.1.00479_001	cellular organisms	1	80
Aqu2.1.00480_001	cellular organisms	1	40
Aqu2.1.00481_001	Metazoa	4	50
Aqu2.1.00482_001	Metazoa	4	50
Aqu2.1.00483_001	Amphimedon queenslandica	6	100
Aqu2.1.00484_001	cellular organisms	1	80
Aqu2.1.00485_001	Amphimedon queenslandica	6	100
Aqu2.1.00486_001	cellular organisms	1	80
Aqu2.1.00487_001	Metazoa	4	50
Aqu2.1.00488_001	Amphimedon queenslandica	6	100
Aqu2.1.00489_001	Amphimedon queenslandica	6	100
Aqu2.1.00490_001	Metazoa	4	50
Aqu2.1.00491_001	Metazoa	4	50
Aqu2.1.00492_001	cellular organisms	1	80
Aqu2.1.00493_001	Amphimedon queenslandica	6	100
Aqu2.1.00494_001	Amphimedon queenslandica	6	100
Aqu2.1.00495_001	Amphimedon queenslandica	6	100
Aqu2.1.00496_001	cellular organisms	1	60
Aqu2.1.00497_001	Amphimedon queenslandica	6	100
Aqu2.1.00498_001	cellular organisms	1	60
Aqu2.1.00499_001	Amphimedon queenslandica	6	100
Aqu2.1.00500_001	Amphimedon queenslandica	6	100
Aqu2.1.00501_001	Amphimedon queenslandica	6	100
Aqu2.1.00502_001	Amphimedon queenslandica	6	100
Aqu2.1.00503_001	Metazoa	4	50
Aqu2.1.00504_001	Metazoa	4	50
Aqu2.1.00505_001	Amphimedon queenslandica	6	100
Aqu2.1.00506_001	Amphimedon queenslandica	6	100
Aqu2.1.00507_001	Metazoa	4	50
Aqu2.1.00508_001	Amphimedon queenslandica	6	100
Aqu2.1.00509_001	Eukaryota	2	75
Aqu2.1.00510_001	Amphimedon queenslandica	6	100
Aqu2.1.00511_001	Metazoa	4	50
Aqu2.1.00512_001	Amphimedon queenslandica	6	100
Aqu2.1.00513_001	Possible contamination or HGT	NA	25
Aqu2.1.00514_001	Amphimedon queenslandica	6	100
Aqu2.1.00515_001	Metazoa	4	50
Aqu2.1.00516_001	Eukaryota	2	75
Aqu2.1.00517_001	Amphimedon queenslandica	6	100
Aqu2.1.00518_001	cellular organisms	1	100
Aqu2.1.00519_001	cellular organisms	1	80
Aqu2.1.00520_001	Eukaryota	2	75
Aqu2.1.00521_001	Amphimedon queenslandica	6	100
Aqu2.1.00522_001	cellular organisms	1	100
Aqu2.1.00523_001	Amphimedon queenslandica	6	100
Aqu2.1.00524_001	Amphimedon queenslandica	6	100
Aqu2.1.00525_001	cellular organisms	1	100
Aqu2.1.00526_001	Amphimedon queenslandica	6	100
Aqu2.1.00527_001	cellular organisms	1	80
Aqu2.1.00528_001	Metazoa	4	50
